Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_λ(C),Exit_λ(C),Entry__calculat…(C),Exit__calculat…(C)
12,15,30,81818.59,81000.4041,,84273.1477,-9818.230799999961,-0.010000000000000009,2025-04-10 09:45:00,2025-04-10 13:30:00,0 days 03:45:00,,81789.58027358646,81669.85983115985,48.97976479503087,32.056905425300386
12,35,36,81640.0,80823.5901,,84089.1897,-9796.918799999985,-0.010000121264086226,2025-04-10 14:45:00,2025-04-10 15:00:00,0 days 00:15:00,,81504.4180604702,81427.63332799016,45.07639393389034,35.209552164227375
12,57,75,79913.05,79113.9195,,82310.4415,-9589.565999999992,-0.010000000000000009,2025-04-10 20:15:00,2025-04-11 00:45:00,0 days 04:30:00,,79710.75742275367,79589.12570327801,52.28013984158271,27.260954761026056
12,79,109,79757.22,82149.9263,78959.6379,82149.9263,28712.475600000063,0.02999987085808664,2025-04-11 01:45:00,2025-04-11 09:15:00,0 days 07:30:00,,79669.25549511482,81209.05225234183,62.25771271435357,72.73048817841043
12,119,129,82208.34,81386.2566,,84674.59019999999,-9865.000800000038,-0.010000000000000009,2025-04-11 11:45:00,2025-04-11 14:15:00,0 days 02:30:00,,81977.23061541177,82159.13816707811,65.3700563319884,33.719875700101625
11,134,223,82184.92,84650.4779,81363.08069999999,84650.4779,27121.136899999998,0.030000125327128035,2025-04-11 15:30:00,2025-04-12 13:45:00,0 days 22:15:00,,82145.79829766919,83780.95469600975,55.74232816746181,77.01758880732525
11,235,318,84747.24,83899.7676,,87289.6572,-9322.196399999986,-0.010000000000000009,2025-04-12 16:45:00,2025-04-13 13:30:00,0 days 20:45:00,,84549.0931350321,84459.50141779485,65.1951630533795,27.011640934909053
11,330,342,84293.06,83450.12939999999,,86821.8518,-9272.236600000077,-0.01000000000000012,2025-04-13 16:30:00,2025-04-13 19:30:00,0 days 03:00:00,,84117.80450117208,84381.53261981823,42.18836476221773,40.880555151290636
11,360,511,83760.0,86272.8,82922.4,86272.8,27640.800000000032,0.030000000000000027,2025-04-14 00:00:00,2025-04-15 13:45:00,1 days 13:45:00,,83742.40256652108,85695.61027123916,62.58295927078451,45.854115148720915
11,513,513,85774.5,84916.7649,,88347.7453,-9435.086100000059,-0.009999884581081808,2025-04-15 14:15:00,2025-04-15 14:15:00,0 days 00:00:00,,85632.21267101438,85632.21267101438,37.62928821852578,37.62928821852578
11,561,1033,83804.01,86318.13029999999,82965.9699,86318.13029999999,27655.323299999945,0.030000000000000027,2025-04-16 02:15:00,2025-04-21 00:15:00,4 days 22:00:00,,83712.04679415708,85076.406706974,50.625321478433364,74.76897329549581
11,1049,1181,87250.99,89868.53,86378.49,89868.53,28792.93999999993,0.03000011805023628,2025-04-21 04:15:00,2025-04-22 13:15:00,1 days 09:00:00,,86783.42187738576,88761.09437170089,64.82462454702636,74.04604443952543
11,1194,1215,90676.23,93396.5169,89769.4677,93396.5169,29923.15590000007,0.030000000000000027,2025-04-22 16:30:00,2025-04-22 21:45:00,0 days 05:15:00,,90184.63148662334,91348.18120673772,63.675946597276535,77.8119709794439
11,1219,1354,92739.13,91811.7387,,95521.30390000001,-10201.304300000033,-0.010000000000000009,2025-04-22 22:45:00,2025-04-24 08:30:00,1 days 09:45:00,,91834.19670694448,92463.29355975741,67.27193820504088,21.858375493601145
11,1360,1472,92476.89,95251.207,91552.131,95251.207,30517.48699999995,0.03000011137917813,2025-04-24 10:00:00,2025-04-25 14:00:00,1 days 04:00:00,,92409.67823884857,94287.28671695484,50.68701126651591,72.42779359332249
11,1474,1629,94680.8,93733.992,,97521.224,-10414.88800000005,-0.010000000000000009,2025-04-25 14:30:00,2025-04-27 05:15:00,1 days 14:45:00,,94414.37234653221,94255.53004804904,64.21087821196521,37.8154615720716
11,1641,1708,94159.51,93217.91489999999,,96984.2953,-10357.546100000065,-0.010000000000000009,2025-04-27 08:15:00,2025-04-28 01:00:00,0 days 16:45:00,,94121.23632081026,93798.05663770293,59.978896432644646,23.038180718969542
11,1716,2042,93621.64,96430.2892,92685.4236,96430.2892,30895.1412,0.030000000000000027,2025-04-28 03:00:00,2025-05-01 12:30:00,3 days 09:30:00,,93529.45221018443,95823.09110231117,46.77940168307676,78.04573206369773
11,2047,2368,96163.08,95201.43930000001,,99047.9621,-10578.04769999988,-0.010000102950113332,2025-05-01 13:45:00,2025-05-04 22:00:00,3 days 08:15:00,,95998.47175007217,95556.60481847296,38.598046722819944,40.36175014315037
11,2395,2527,94423.84,93479.6016,,97256.5552,-10386.622400000022,-0.010000000000000009,2025-05-05 04:45:00,2025-05-06 13:45:00,1 days 09:00:00,,94364.3309605082,93952.75043460561,55.82677115869283,30.342961118810777
11,2529,2566,94046.38,96867.7611,93105.90629999999,96867.7611,31035.192099999986,0.029999890479569746,2025-05-06 14:15:00,2025-05-06 23:30:00,0 days 09:15:00,,93995.57643286309,95462.73609946464,59.60985363102726,81.71531952458156
11,2578,2640,96888.01,95919.1299,,99794.6503,-10657.681099999943,-0.009999999999999898,2025-05-07 02:30:00,2025-05-07 18:00:00,0 days 15:30:00,,96624.36317979035,96747.97952358938,61.579101069902194,25.539889102636394
11,2652,2697,96766.8,99669.804,95799.132,99669.804,31933.04400000001,0.030000000000000027,2025-05-07 21:00:00,2025-05-08 08:15:00,0 days 11:15:00,,96554.029423093,99003.8461083773,54.06974016660956,71.4330036270151
11,2708,2747,99780.66,102774.0901,98782.8633,102774.0901,32927.731099999975,0.030000103226416774,2025-05-08 11:00:00,2025-05-08 20:45:00,0 days 09:45:00,,99469.19171225531,101283.43976619912,59.92067527712795,70.21372706400624
11,2753,3076,102566.0,105642.99029999999,101540.3499,105642.99029999999,33846.893299999894,0.03000010042314205,2025-05-08 22:15:00,2025-05-12 07:00:00,3 days 08:45:00,,101982.20911807139,104222.4922775991,69.64053516737401,81.10294448865591
11,3079,3095,104727.98,103680.6903,,107869.8091,-11520.186699999933,-0.01000009453061157,2025-05-12 07:45:00,2025-05-12 11:45:00,0 days 04:00:00,,104385.30092128845,104334.53322435869,58.44794687611244,36.0030264870527
11,3104,3105,104320.0,103276.7901,,107449.58970000001,-11475.308900000018,-0.010000094900306733,2025-05-12 14:00:00,2025-05-12 14:15:00,0 days 00:15:00,,104169.52399402624,104053.73504221422,43.67746414149809,30.20256807615705
11,3131,3158,102530.12,101504.8287,,105606.03390000001,-11278.204299999968,-0.009999903443007718,2025-05-12 20:45:00,2025-05-13 03:30:00,0 days 06:45:00,,102341.03221640854,102227.76562581498,46.84890573266962,36.73385438091318
11,3162,3683,102373.75,105444.96250000001,101350.0125,105444.96250000001,33783.337500000096,0.030000000000000027,2025-05-13 04:30:00,2025-05-18 14:45:00,5 days 10:15:00,,102210.81479045168,104308.49254597393,50.29613805278043,82.29912490055771
11,3694,3696,105550.0,104494.5,,108716.5,-11610.5,-0.010000000000000009,2025-05-18 17:30:00,2025-05-18 18:00:00,0 days 00:30:00,,105132.91045452244,105029.71735619639,74.33859884885521,32.53728626432995
11,3711,3736,104468.59,103423.8942,,107602.6374,-11491.653800000015,-0.01000009476532615,2025-05-18 21:45:00,2025-05-19 04:00:00,0 days 06:15:00,,104408.73596888459,104593.54164870814,40.28203272934413,18.209039276418366
11,3754,3770,103250.95,102218.4405,,106348.4785,-11357.604500000001,-0.010000000000000009,2025-05-19 08:30:00,2025-05-19 12:30:00,0 days 04:00:00,,103222.43842531912,102938.89948092941,49.89730288407749,26.26214130073457
10,3775,3817,103032.47,106123.43380000001,102002.1354,106123.43380000001,30909.638000000123,0.029999900031514537,2025-05-19 13:45:00,2025-05-20 00:15:00,0 days 10:30:00,,102877.27429745978,105429.36706150798,55.75777904390811,53.16193248171914
10,3818,3869,105643.99,104587.55010000001,,108813.30970000001,-10564.398999999976,-0.010000000000000009,2025-05-20 00:30:00,2025-05-20 13:15:00,0 days 12:45:00,,105475.56734136437,105038.16871525643,58.102741863723644,26.900931180781456
10,3878,3971,105080.14,108232.53390000001,104029.3287,108232.53390000001,31523.9390000001,0.029999901979574917,2025-05-20 15:30:00,2025-05-21 14:45:00,0 days 23:15:00,,104867.74201053088,107104.25048037419,51.94666689882732,81.89056039412358
10,3991,4022,108114.22,111357.64660000001,107033.0778,111357.64660000001,32434.26600000006,0.030000000000000027,2025-05-21 19:45:00,2025-05-22 03:30:00,0 days 07:45:00,,107647.85261892737,109991.2042658122,46.086650185979536,71.26775248416301
10,4032,4151,110880.0,109771.1901,,114206.38970000001,-11088.09899999993,-0.010000089285714275,2025-05-22 06:00:00,2025-05-23 11:45:00,1 days 05:45:00,,110841.44305272725,110739.8509695382,58.3829473328313,19.746068282817646
10,4161,4168,109907.41,108808.3359,,113204.63230000001,-10990.74099999998,-0.010000000000000009,2025-05-23 14:15:00,2025-05-23 16:00:00,0 days 01:45:00,,109662.27673449036,109441.85656659334,36.02823423243498,51.04444444444444
10,4173,4186,109499.99,108404.99010000001,,112784.9897,-10949.998999999953,-0.010000000000000009,2025-05-23 17:15:00,2025-05-23 20:30:00,0 days 03:15:00,,109347.73602222992,108975.17363728862,51.80803864429907,30.585773907908035
10,4210,4358,107783.49,106705.6551,,111016.99470000001,-10778.349000000017,-0.010000000000000009,2025-05-24 02:30:00,2025-05-25 15:30:00,1 days 13:00:00,,107788.76299752231,107328.5128401549,53.836646079883316,43.75629164469588
10,4365,4540,107258.52,110476.27560000001,106185.9348,110476.27560000001,32177.55600000004,0.030000000000000027,2025-05-25 17:15:00,2025-05-27 13:00:00,1 days 19:45:00,,107208.40668131228,109641.07150675308,45.585090131378,68.50295218452241
10,4541,4546,110374.06,109270.32930000001,,113685.2921,-11037.306999999855,-0.009999910305011794,2025-05-27 13:15:00,2025-05-27 14:30:00,0 days 01:15:00,,109717.69422039566,109764.65529931006,65.77797606227516,50.294271005016384
10,4551,4574,110002.0,108901.9701,,113302.0497,-11000.29899999994,-0.01000008999836366,2025-05-27 15:45:00,2025-05-27 21:30:00,0 days 05:45:00,,109771.73137044515,109688.34507737968,54.27875575746113,20.921481848877363
10,4588,4639,109205.39,108113.3361,,112481.5517,-10920.53899999999,-0.010000000000000009,2025-05-28 01:00:00,2025-05-28 13:45:00,0 days 12:45:00,,109159.16676183093,108739.03570527522,51.359717369274975,31.44076548018991
10,4657,4738,107829.99,106751.7,,111064.90000000001,-10782.900000000081,-0.00999990818880725,2025-05-28 18:15:00,2025-05-29 14:30:00,0 days 20:15:00,,107717.5331274507,108018.4058917048,49.9378622489264,12.22622342855611
10,4765,4779,106343.16,105279.7383,,109533.4651,-10634.217000000062,-0.009999906905155065,2025-05-29 21:15:00,2025-05-30 00:45:00,0 days 03:30:00,,106317.48421139306,105942.59262457138,47.25536992840097,28.544956550589504
10,4785,4807,105943.68,104884.2531,,109122.0007,-10594.268999999913,-0.00999990655412375,2025-05-30 02:15:00,2025-05-30 07:45:00,0 days 05:30:00,,105881.81278733269,105755.27950318526,50.73114439743006,21.781883542058125
10,4816,4842,105623.04,104566.8096,,108791.7312,-10562.304000000004,-0.010000000000000009,2025-05-30 10:00:00,2025-05-30 16:30:00,0 days 06:30:00,,105455.43490535946,105375.86743135983,40.542683267265986,30.30712916605225
10,4852,4868,104891.98,103843.0701,,108038.74970000001,-10489.098999999987,-0.00999990561718822,2025-05-30 19:00:00,2025-05-30 23:00:00,0 days 04:00:00,,104795.0630894599,104497.80327604918,35.54074668807719,33.33900574047554
10,4890,5424,103776.16,102738.3984,,106889.44480000001,-10377.61599999998,-0.010000000000000009,2025-05-31 04:30:00,2025-06-05 18:00:00,5 days 13:30:00,,103750.3785937913,103970.9159202145,42.80489079318655,21.463456195816974
10,5451,5507,101765.24,104818.19720000001,100747.5876,104818.19720000001,30529.572000000044,0.030000000000000027,2025-06-06 00:45:00,2025-06-06 14:45:00,0 days 14:00:00,,101730.24232388381,104067.25706230251,65.6322589884833,71.10356676140253
10,5510,5787,104827.1,107971.92330000001,103778.8389,107971.92330000001,31448.233000000037,0.030000098257034757,2025-06-06 15:30:00,2025-06-09 12:45:00,2 days 21:15:00,,104278.38676928334,107049.52696229656,62.27637714727562,80.63695879787772
10,5790,6105,107489.8,106414.902,,110714.494,-10748.98000000001,-0.010000000000000009,2025-06-09 13:30:00,2025-06-12 20:15:00,3 days 06:45:00,,107169.5182544425,107438.59935788215,56.32249913862401,36.88923738491057
10,6140,6466,104404.52,107536.65560000001,103360.4748,107536.65560000001,31321.356000000087,0.030000000000000027,2025-06-13 05:00:00,2025-06-16 14:30:00,3 days 09:30:00,,104299.82572651442,106947.17805152008,63.261265865916954,69.83419979060581
10,6467,6504,107635.01,106558.6599,,110864.0603,-10763.50099999996,-0.010000000000000009,2025-06-16 14:45:00,2025-06-17 00:00:00,0 days 09:15:00,,107003.0182370896,107779.95527817436,68.85539863487921,19.54844449630258
10,6516,6540,107482.4,106407.5661,,110706.86170000001,-10748.338999999978,-0.010000092108103265,2025-06-17 03:00:00,2025-06-17 09:00:00,0 days 06:00:00,,107322.76119322976,106860.65545036214,55.730239125435155,28.938149591685303
10,6580,6861,104414.84,103370.69159999999,,107547.2852,-10441.484000000055,-0.010000000000000009,2025-06-17 19:00:00,2025-06-20 17:15:00,2 days 22:15:00,,104402.09550941692,104448.68532281969,54.31868142235798,16.66964349066481
10,6875,6964,103655.44,102618.8856,,106765.10320000001,-10365.544000000082,-0.01000000000000012,2025-06-20 20:45:00,2025-06-21 19:00:00,0 days 22:15:00,,103645.78605588639,103295.048183772,76.3685594595935,21.251809514301712
10,6984,7037,102120.02,101098.8099,,105183.6103,-10212.101000000112,-0.010000096944752013,2025-06-22 00:00:00,2025-06-22 13:15:00,0 days 13:15:00,,102067.96445727364,102426.8179551822,40.77392712932018,26.940504413822964
10,7068,7136,99536.0,102522.08,98540.64,102522.08,29860.800000000017,0.030000000000000027,2025-06-22 21:00:00,2025-06-23 14:00:00,0 days 17:00:00,,99373.19300012756,101607.10784460684,45.45164447091862,67.20620762412489
10,7137,7144,102259.07,101236.4793,,105326.84210000001,-10225.907000000007,-0.010000000000000009,2025-06-23 14:15:00,2025-06-23 16:00:00,0 days 01:45:00,,101627.7194784538,101579.996370316,55.58282512767112,46.284903883969555
10,7150,7168,102080.74,105143.1622,101059.9326,105143.1622,30624.22200000001,0.030000000000000027,2025-06-23 17:30:00,2025-06-23 22:00:00,0 days 04:30:00,,101472.53592298734,103301.6664942373,51.16433879841124,79.01780343269648
10,7171,7380,105114.69,108268.1204,104063.53319999999,108268.1204,31534.303999999975,0.029999902011792923,2025-06-23 22:45:00,2025-06-26 03:00:00,2 days 04:15:00,,103880.31293207793,107595.78050862136,74.52566141972989,76.2480308544737
10,7382,7430,107880.75,106801.9326,,111117.1622,-10788.173999999999,-0.01000009176799388,2025-06-26 03:30:00,2025-06-26 15:30:00,0 days 12:00:00,,107644.30907848595,107235.64600964985,63.28818784279679,42.95985222002231
10,7432,7906,107313.61,106240.464,,110533.008,-10731.459999999934,-0.010000092252976933,2025-06-26 16:00:00,2025-07-01 14:30:00,4 days 22:30:00,,107241.46827547299,106568.27901165145,48.37774776831482,44.4346711473475
10,7920,7949,106253.8,105191.2521,,109441.4037,-10625.47900000005,-0.010000093173138325,2025-07-01 18:00:00,2025-07-02 01:15:00,0 days 07:15:00,,106234.73284070329,105648.55052938497,53.464739860515145,44.63037643122964
10,7951,8008,105764.37,108937.3011,104706.7263,108937.3011,31729.311000000016,0.030000000000000027,2025-07-02 01:45:00,2025-07-02 16:00:00,0 days 14:15:00,,105665.33514990471,108063.66668394093,49.96132827853779,86.3641032948174
10,8015,8191,109132.06,108040.7295,,112406.01150000001,-10913.304999999964,-0.010000090715780452,2025-07-02 17:45:00,2025-07-04 13:45:00,1 days 20:00:00,,108683.98808742677,108729.75796841423,72.9325114656283,14.72942567859917
